epoch,age_out_loss,age_out_mae,age_out_mse,class_out_accuracy,class_out_loss,learning_rate,loss,val_age_out_loss,val_age_out_mae,val_age_out_mse,val_class_out_accuracy,val_class_out_loss,val_loss
24,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.84325122833252,8.84325122833252,129.36126708984375,0.8216851353645325,0.30106961727142334,17.98756980895996
25,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.104646682739258,8.104646682739258,110.50062561035156,0.903927206993103,0.2875773310661316,16.496870040893555
26,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.33687686920166,8.33687686920166,123.74812316894531,0.8384467959403992,0.3078993558883667,16.98164939880371
27,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.627669334411621,8.627669334411621,130.70672607421875,0.9004234671592712,0.3282742500305176,17.5836124420166
28,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.489468574523926,8.489468574523926,125.90180969238281,0.8403053879737854,0.323999285697937,17.302934646606445
29,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.071314811706543,8.071314811706543,114.40321350097656,0.891018807888031,0.355641633272171,16.49827003479004
30,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,7.756669998168945,7.756669998168945,111.93623352050781,0.9119669795036316,0.32987838983535767,15.843221664428711
31,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.510417938232422,8.510417938232422,123.51615905761719,0.9080213308334351,0.3349674344062805,17.35580062866211
32,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.194805145263672,8.194805145263672,114.67362976074219,0.8505204319953918,0.2895820140838623,16.679195404052734
33,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.431998252868652,8.431998252868652,126.23934936523438,0.8467102646827698,0.3318081498146057,17.195810317993164
34,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.703904151916504,8.703904151916504,131.71670532226562,0.8398826718330383,0.3635265827178955,17.771333694458008
35,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,8.382286071777344,8.382286071777344,121.90785217285156,0.8529673218727112,0.34405678510665894,17.108623504638672
36,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,7.919970512390137,7.919970512390137,112.89912414550781,0.8701812028884888,0.33150315284729004,16.171445846557617
37,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,8.172603607177734,8.172603607177734,113.95817565917969,0.884097695350647,0.3226684331893921,16.66787338256836
38,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,7.924713134765625,7.924713134765625,110.69961547851562,0.880656361579895,0.30946075916290283,16.158889770507812
